ID,cuis
ROCO_71707,C0030797
ROCO_71708,C0027651;C0376495;C0087111
ROCO_71711,C0015726;C1261259;C0024947;C0423899
ROCO_71712,C1507248;C0687028;C1550227;C0009924
ROCO_71714,C0221874;C0040395;C0034579;C1550227;C0040405
ROCO_71719,C0041618
ROCO_71720,C0040395;C1507248;C0034579;C2985765;C0021853;C0607422;C0009924;C0441633;C0040405;C4300092
ROCO_71722,C0441633
ROCO_71723,C0935598
ROCO_71724,C0935598;C0015252;C0035139;C0079595;C0728940
ROCO_71725,C0018827
ROCO_71726,C1306645;C1962945;C1548003;C0043299
ROCO_71727,C1837463;C1696103;C0030797;C0751438;C0376152;C1546708;C0771936
ROCO_71728,C0027651
ROCO_71729,C1837463;C0376152;C1546708
ROCO_71730,C1507248;C0009924;C0441633
ROCO_71731,C0728940;C1696103;C0015252;C0027651
ROCO_71733,C0221874;C1507248;C0025066;C0376152;C0009924;C1546708;C1837463;C0771936
ROCO_71734,C1837463;C0376152;C1546708
ROCO_71736,C1306645;C1962945;C0043299;C0021853;C0000726
ROCO_71738,C0027651
ROCO_71739,C1696103;C0935598;C0013604;C0772294;C1837463;C0376152;C1546708;C0221198;C0771936
ROCO_71740,C1553386;C1837463;C0376152;C1546708
ROCO_71741,C0231881
ROCO_71742,C0441633
ROCO_71743,C1548003;C1306645;C1962945;C0043299;C0015811
ROCO_71745,C1552858;C0015252;C0007876;C1507248;C0009924;C0231881;C0728940;C0441633
ROCO_71746,C1507248;C0030274;C0027651;C0000726;C0009924
ROCO_71747,C0015811
ROCO_71748,C0000726
ROCO_71749,C1507248;C0772294;C2985765;C0009924;C0221198
ROCO_71751,C0015726;C0013516;C0003483;C1261259;C0423899;C0183129;C0018792
ROCO_71753,C0035139
ROCO_71755,C3891555;C4255126;C0002978;C1548816
ROCO_71756,C0011334;C1507248;C0034579;C2985765;C0009924;C0441633;C0040405;C4300092
ROCO_71757,C1322279;C0002978;C0700124;C1837463;C0024109;C0028778;C1507248;C1546708;C0771936;C2707265;C0376152;C0009924
ROCO_71758,C0015726;C1261259;C0423899;C0817096
ROCO_71759,C0041618;C0441633
ROCO_71760,C0231519;C0150312;C0240795;C1837463;C1507248;C1546708;C0771936;C0556030;C0376152;C0009924
ROCO_71762,C1552858;C0015252;C0007876;C0817096;C0024109;C0728940
ROCO_71765,C1322279;C0700124;C0000726
ROCO_71766,C0015726;C0423899;C1261259;C0035139;C0023884
ROCO_71768,C0028778;C0205400;C0038351
ROCO_71770,C0205400;C2707265;C0040395;C1962945;C1548003;C0043299;C1306645;C0817096;C0024109
ROCO_71772,C0935598
ROCO_71773,C0040395;C1709311;C0034579;C0040405
ROCO_71775,C0771936;C0376152;C1546708;C1837463
ROCO_71776,C0015726;C1696103;C1261259;C0423899
ROCO_71777,C0015726;C1261259;C0423899;C0024109
ROCO_71779,C0003483;C0018787
ROCO_71780,C0221874;C1696103;C0412555;C0041618;C0087111;C0376495
ROCO_71781,C0013687;C1546613;C0817096;C0024109
ROCO_71782,C1837463;C0376152;C1546708
ROCO_71783,C0028778
ROCO_71784,C1696103;C1837463;C0376152;C1546708
ROCO_71786,C0079595;C0231881
ROCO_71788,C0013687;C0240795;C0556030;C1546613;C0231519;C0817096
ROCO_71790,C0441633
ROCO_71791,C0751437;C0028778;C1507248;C0021853;C1550227;C0009924
ROCO_71792,C0040395
ROCO_71793,C1306645;C0027530;C1962945;C0030797;C0043299;C0015811;C1548003
ROCO_71794,C0027530;C0935598;C1837463;C0376152;C1550227;C1546708
ROCO_71797,C0043299;C1306645;C1548003
ROCO_71799,C1306645;C1962945;C0043299
ROCO_71801,C2707265;C0817096
ROCO_71802,C1306645;C1962945;C1548003;C1561542;C0043299;C0087111
ROCO_71803,C0015726;C0772294;C1261259;C0423899;C1837463;C0376152;C1546708;C0221198
ROCO_71805,C0015726;C0042449;C1261259;C0423899;C0751438;C0018792
ROCO_71806,C0015726;C0751437;C1261259;C0423899;C0751438
ROCO_71807,C0043299;C1306645;C1548003
ROCO_71808,C1550227
ROCO_71809,C0028778;C0817096
ROCO_71810,C1696103;C0030797
ROCO_71811,C2707265;C0013604;C0376495;C0087111;C0817096;C0024109
ROCO_71812,C2242558;C1551379;C0262950;C0374082;C0700185;C0441633;C0221198;C0333581
ROCO_71813,C0015726;C0607422;C1837463;C0022646;C0423899;C0030797;C1546708;C0771936;C0042449;C1261259
ROCO_71814,C0015726;C1261259;C0040395;C1696103;C0034579;C0423899;C0227665;C4300092;C0441633;C0040405
ROCO_71815,C0935598;C1837463;C0376152;C1546708
ROCO_71817,C1507248;C0772294;C1561542;C0376152;C0009924;C1546708;C1837463;C0221198;C0771936
ROCO_71818,C1306645;C1322279;C1548003;C1553386;C0700124;C0043299;C0021853;C0000726;C1962945
ROCO_71819,C1696103;C0376152;C1546708;C1837463
ROCO_71820,C0015726;C1261259;C0423899;C0817096;C0796494
ROCO_71823,C0751437;C0002978;C0018787
ROCO_71824,C0027651
ROCO_71828,C0043299;C1306645;C1548003
ROCO_71829,C0935598;C1507248;C0006104;C2985765;C0796494;C0009924
ROCO_71830,C1696103;C0018787;C0817096
ROCO_71833,C0013687
ROCO_71834,C0027651;C1561542;C0376495;C0087111
ROCO_71840,C0751437;C0441633;C0231881
ROCO_71844,C0441633;C0817096
ROCO_71845,C0015726;C2707265;C1261259;C1696103;C0376152;C0700124;C0423899;C1837463;C0771936;C1322279;C0024109;C0018827;C1546708;C0003842
ROCO_71847,C1306645;C1962945;C1548003;C0772294;C0043299;C0221198
ROCO_71848,C0015726;C0221874;C0040405;C1546708;C4300092;C0040395;C1837463;C0771936;C0024947;C0034579;C0423899;C0004454;C0441633;C1261259
ROCO_71849,C1963113;C0027651;C0016658;C1837463;C0376152;C1546708;C0441633;C0751438;C0262950;C0771936
ROCO_71850,C0015726;C1261259;C0040395;C0034579;C0423899;C4300092;C0817096;C0040405
ROCO_71851,C0150312;C1553386
ROCO_71852,C0015726;C1261259;C0423899;C0441633
ROCO_71853,C0030797;C0015811
ROCO_71854,C1837463;C0021853;C0376152;C1546708
ROCO_71855,C1552858;C0935598;C0015252;C0007876;C0728940
ROCO_71858,C1837463;C0205400;C0376152;C0607422;C0441633;C1546708
ROCO_71859,C1963113;C0016658;C1837463;C0376152;C1546708
ROCO_71860,C1696103
ROCO_71861,C0043299;C1306645;C1548003;C1561542
ROCO_71863,C1552858;C0015252;C1837463;C0007876;C0376152;C1546708;C0728940;C0771936
ROCO_71864,C1696103;C0027651;C0231881
ROCO_71865,C1306645;C1962945;C0043299
ROCO_71866,C0043299;C1306645;C1548003
ROCO_71869,C0043299;C1306645;C1548003;C1561542
ROCO_71870,C0015726;C1306645;C1261259;C1962945;C1548003;C0423899;C0043299
ROCO_71871,C0015726;C0011334;C1696103;C1261259;C0423899;C1550227;C0231881
ROCO_71872,C0771936;C1837463;C0025066;C0376152;C1546708
ROCO_71873,C3244072
ROCO_71874,C0240795;C0556030;C0231519
ROCO_71875,C0015726;C1261259;C1553386;C0002978;C0751438;C1507248;C0009924;C0423899;C0003842
ROCO_71877,C0015726;C0024947;C0027651;C1261259;C0423899
ROCO_71880,C1963113;C0016658
ROCO_71882,C0015726;C1306645;C1962945;C1261259;C0423899;C0043299;C0817096;C0018827
ROCO_71883,C0028778
ROCO_71884,C1561543;C0817096
ROCO_71888,C4300092;C0040395;C0034579;C1837463;C0376152;C0607422;C1546708;C0441633;C0040405
ROCO_71889,C1709311;C0027651;C0772294;C0205400;C0441633;C0221198
ROCO_71891,C4300092;C0040395;C0034579;C0030797;C0607422;C0441633;C0040405
ROCO_71892,C0935598;C0412555;C0041618
ROCO_71893,C1306645;C2707265;C1962945;C1548003;C0043299;C0817096;C0024109
ROCO_71894,C0441633
ROCO_71895,C0013604;C0040395;C0034579;C0040405
ROCO_71896,C0228505;C2707265
ROCO_71900,C0015726;C1696103;C1261259;C0423899;C1837463;C0376152;C0607422;C0150312;C1546708
ROCO_71901,C0015726;C0040395;C0034579;C0423899;C1837463;C0376152;C0607422;C1546708;C1261259;C0040405;C4300092;C0771936
ROCO_71902,C3244072;C0772294;C0221198
ROCO_71903,C0771936;C1837463;C0041618;C0376152;C1546708
ROCO_71904,C0002978;C1507248;C0009924
ROCO_71905,C0751437;C3244072;C0040395;C1696103;C0034579;C0231519;C0441633;C0040405
ROCO_71906,C0043299;C1306645;C0027530;C1962945
ROCO_71908,C0751437;C0441633;C0262950
ROCO_71909,C0751437;C1963113;C0016658;C0030797
ROCO_71910,C0024109
ROCO_71911,C0041618
ROCO_71912,C1306645;C3244072;C1962945;C1548003;C0043299
ROCO_71913,C0015726;C1261259;C0423899;C0041618;C0023884;C0000726
ROCO_71914,C1306645;C1962945;C1548003;C0043299;C0150312
ROCO_71916,C1696103;C4255126;C0002978;C1548816;C0751438;C3891555;C0231881
ROCO_71917,C0751437;C0228505;C0817096;C0024109;C0796494
ROCO_71918,C2242558;C0772294;C1551379;C0262950;C0374082;C0700185;C0441633;C0221198
ROCO_71921,C0015726;C0772294;C1261259;C0423899;C1837463;C1696103;C0376152;C1546708;C0221198
ROCO_71923,C1696103;C0227665;C0607422;C0022646
ROCO_71924,C0040395;C0221198;C0034579;C0772294;C0040405
ROCO_71925,C0015726;C0228505;C0040395;C0034579;C0423899;C1261259;C0040405
ROCO_71926,C0015726;C0011334;C1696103;C1507248;C1261259;C0423899;C0009924
ROCO_71927,C0040395;C0034579;C0376495;C0087111;C0079595;C0607422;C0040405;C4300092
ROCO_71928,C0700124;C1322279
ROCO_71930,C0018787
ROCO_71931,C0040395;C0030274;C0034579;C0030797;C0607422;C0441633;C0040405;C4300092
ROCO_71932,C1837463;C0376152;C1546708;C0003842
ROCO_71934,C0034579;C0772294
ROCO_71935,C1322279;C0700124;C1837463;C0376152;C1546708;C0771936
ROCO_71936,C0015726;C0040395;C0034579;C0423899;C0006104;C2355627;C0018827;C0441633;C1261259;C0040405;C4300092
ROCO_71938,C0011334;C1696103;C0772294;C0030797;C0751438;C0607422
ROCO_71939,C0150312
ROCO_71940,C1306645;C1962945;C1548003;C0376495
ROCO_71941,C0015726;C1261259;C0040395;C1696103;C0034579;C0423899;C0817096;C0024109;C0040405;C4300092
ROCO_71944,C0003483
ROCO_71945,C1837463;C0027651;C0412555;C0751438;C0376152;C1546708;C0041618
ROCO_71946,C1696103;C1837463;C0935598;C0231881;C1546708;C0771936
ROCO_71947,C1963113;C1696103;C0016658;C1837463;C0376152;C1546708
ROCO_71948,C0005847
ROCO_71949,C0021853
ROCO_71950,C1306645;C0817096;C1962945;C0376495;C0043299
ROCO_71951,C1552858;C1696103;C0015252;C0007876;C0006104;C0728940
ROCO_71952,C0000726;C0412555;C0041618;C0150312
ROCO_71957,C0040405;C0441633;C0034579;C0040395
ROCO_71959,C0015726;C1306645;C1261259;C1962945;C1548003;C0423899;C0751438
ROCO_71960,C1306645;C0221874;C1962945;C1548003;C0043299;C0015811
ROCO_71963,C1306645;C1962945;C1548003;C1837463;C0043299;C0376152;C1550227;C1546708
ROCO_71965,C0015726;C1261259;C1696103;C1507248;C0423899;C1837463;C3244072;C0376152;C0009924;C1546708;C0771936
ROCO_71966,C1552858;C0027651;C0728940;C0015252
ROCO_71967,C0013516;C0183129;C2355627
ROCO_71968,C0015726;C1261259;C0040395;C0034579;C0423899;C0040405
ROCO_71969,C0011334;C1553386;C0262950
ROCO_71971,C0221874;C0441633
ROCO_71972,C1837463;C0376152;C0607422;C1546708;C0771936
ROCO_71973,C0003483;C0002978;C0549207;C1837463;C1696103;C0376152;C0150312;C1546708
ROCO_71975,C0015726;C1709311;C1696103;C1261259;C0423899
ROCO_71977,C1696103;C1507248;C2985765;C0009924;C1553386
ROCO_71978,C0935598
ROCO_71979,C0030274
ROCO_71980,C1306645;C1962945;C1548003;C0043299
ROCO_71981,C1507248;C0772294;C0607422;C0009924;C0221198
ROCO_71982,C1696103;C0023884
ROCO_71983,C2707265;C4255126;C0002978;C1548816;C0024109
ROCO_71984,C0003483;C0002978;C0018787
ROCO_71985,C1837463;C0376152;C1546708
ROCO_71989,C2707265;C1837463;C0817096;C0376152;C0024109;C0441633;C1546708
ROCO_71990,C0030797;C0607422
ROCO_71991,C1306645;C1962945;C1548003;C1837463;C0043299;C0376152;C1546708;C0771936
ROCO_71994,C1963113;C0935598;C0016658;C0549207
ROCO_71995,C1507248;C0009924;C0817096
ROCO_71997,C1306645;C1962945;C1548003;C1561543;C0043299
ROCO_71998,C0013687;C1546613
ROCO_71999,C0015726;C1306645;C1261259;C1962945;C1548003;C0423899;C0043299
ROCO_72000,C1696103;C0935598;C0262950
ROCO_72001,C0772294;C0034579;C0221198
ROCO_72007,C0079595
ROCO_72009,C0043299;C1306645;C1548003
ROCO_72010,C1837463;C0025066;C0817096;C0376152;C1546708;C0771936
ROCO_72014,C1322279;C1696103;C0700124;C0772294;C1837463;C0376152;C1546708;C0221198;C0771936
ROCO_72015,C0015726;C1261259;C0423899
ROCO_72016,C1561542;C0023884;C0376152;C1546708;C1837463
ROCO_72017,C0015726;C1507248;C1261259;C0423899;C0009924
ROCO_72018,C1837463;C1696103;C1553386;C0423899;C0412555;C0025066;C0376152;C0024109;C1546708;C0041618;C0771936
ROCO_72020,C0231519;C1837463;C0035139;C0240795;C1709311;C0030797;C1546708;C0771936;C0556030;C0751438;C0376152
ROCO_72022,C0043299;C1306645;C1548003
ROCO_72023,C1696103;C0018787
ROCO_72024,C0015726;C1261259;C0423899;C0817096
ROCO_72027,C0240795;C0556030;C0231519;C0150312
ROCO_72028,C0002978;C1837463;C0376152;C0024109;C1546708
ROCO_72029,C0751438;C0376152;C1546708;C1837463
ROCO_72030,C0040395;C0034579;C0040405
ROCO_72031,C1696103;C1561543;C0607422
ROCO_72032,C0040395;C0042449;C0034579;C4300092;C0040405
ROCO_72033,C1306645;C1962945;C1548003;C0772294;C0043299
ROCO_72034,C0205400;C0607422
ROCO_72036,C2242558;C0796494;C0040395;C0040405;C0034579;C1551379;C0374082;C0000726;C0700185;C0333581;C4300092
ROCO_72037,C0751437;C0772294;C0751438;C0817096;C0231881;C0221198
ROCO_72038,C1507248;C0771936;C0376152;C0009924;C1837463;C1546708
ROCO_72040,C0040395;C0034579;C0021853;C0000726;C0040405
ROCO_72042,C1306645;C0040395;C1696103;C0034579;C1561542;C4300092;C0043299;C0040405;C1962945
ROCO_72043,C0027651;C0022646
ROCO_72045,C0015726;C1261259;C0423899;C0035139
ROCO_72046,C0817096
ROCO_72048,C1696103
ROCO_72051,C1837463;C0376152;C0607422;C2985765;C0441633;C1546708
ROCO_72052,C0221874;C0040395;C0034579;C0441633;C0040405
ROCO_72053,C1306645;C1548003;C1962945;C0043299;C0376152;C1546708;C1837463;C0262950
ROCO_72054,C1696103;C1837463;C0231881;C1546708;C0771936
ROCO_72055,C0772294
ROCO_72056,C0772294;C0002978;C0221198
ROCO_72057,C0441633;C0607422
ROCO_72058,C0817096
ROCO_72060,C1696103;C0030274;C0000726
ROCO_72065,C3244072;C0003842
ROCO_72066,C0035139;C0006104
ROCO_72067,C1553386;C0041618
ROCO_72068,C0004454
ROCO_72070,C0015726;C1261259;C0423899;C0771936;C0376152;C1546708;C1837463;C0003842
ROCO_72071,C0556030
ROCO_72073,C0772294;C0221198
ROCO_72075,C0040395;C0034579;C0817096;C0040405;C4300092
ROCO_72077,C1696103;C0027651;C1837463;C0376152;C1546708;C0771936
ROCO_72078,C1837463;C0376152;C1546708;C0771936
ROCO_72079,C0376495;C0087111
ROCO_72080,C0040395;C0042449;C0034579;C1837463;C0006104;C1546708;C0040405;C4300092;C0771936
ROCO_72081,C0015252;C0007876;C1552858;C0040405;C4300092;C0040395;C1837463;C0024109;C0728940;C0221198;C0376152;C0034579;C1546708;C0771936;C2707265;C1696103;C0027651;C0003842;C0772294
ROCO_72082,C0817096
ROCO_72083,C0013516;C1696103;C0183129;C2355627;C0018792;C0018827
ROCO_72084,C1696103;C0935598;C0772294;C0549207
ROCO_72085,C1548003;C1962945;C0205400;C0043299
ROCO_72086,C0040395;C0034579;C0000726;C0040405
ROCO_72087,C0817096
ROCO_72088,C1507248;C1837463;C0006104;C0376152;C2985765;C0009924;C1546708;C0771936
ROCO_72089,C0376152;C0772294;C1837463;C0004454;C1546708;C0221198;C0771936
ROCO_72090,C1696103;C0227665;C0030797;C0441633;C0022646
ROCO_72091,C0028778;C0376152;C1696103;C0771936;C1837463;C0035139;C0015811;C0231881;C1546708;C0003842
ROCO_72093,C0771936;C1837463;C0376152;C1546708
ROCO_72094,C0015726;C1261259;C0423899;C0006104
ROCO_72095,C0002978;C0040395;C0935598;C0034579;C0040405
ROCO_72096,C1837463;C0376152;C1546708
ROCO_72097,C1696103;C0772294;C0412555;C0041618
ROCO_72098,C0015726;C0042449;C1696103;C1261259;C0423899;C0015811
ROCO_72100,C1306645;C1962945;C0556030;C0043299;C1548003
ROCO_72101,C0015726;C1963113;C0016658;C0423899
ROCO_72102,C1306645;C1962945;C0027651;C1837463;C0043299;C0015811;C1546708;C0771936
ROCO_72108,C0687028;C0030274;C0027530;C1550227
ROCO_72109,C0021853
ROCO_72110,C0751437;C0772294;C0038351
ROCO_72111,C0728940;C0027651;C0015252;C0227665;C1561542;C0150312;C0441633
ROCO_72112,C1322279;C0003483;C0700124;C2355627;C0376152;C0018827;C1546708;C1837463
ROCO_72113,C0013516;C0183129;C1837463;C2355627;C0376152;C0018827;C1546708
ROCO_72117,C1552858;C0935598;C0015252;C0007876;C0006104;C0231881;C0728940
ROCO_72118,C0027651;C1837463;C0023884;C0003842;C0000726;C1546708;C0771936
ROCO_72119,C0003483;C0817096;C0607422;C1546708;C1837463;C0771936
ROCO_72120,C1963113
ROCO_72121,C0015726;C1546613;C0018827;C0751438;C0018792;C0013687;C0423899;C2355627;C0751437;C0003483;C1261259
ROCO_72122,C0079595;C0376152;C2985765;C0231881;C1837463;C1546708;C0771936
ROCO_72123,C0040395;C0034579;C0441633;C0040405;C4300092
ROCO_72124,C0043299;C1963113;C0221874;C1962945;C0016658;C0035139;C1306645;C1548003
ROCO_72126,C1709311;C0412555;C0041618
ROCO_72128,C1696103;C0935598;C0772294;C1837463;C0376152;C1546708;C0221198
ROCO_72129,C0027651
ROCO_72130,C0015726;C0015252;C0007876;C1550227;C1552858;C0040405;C4300092;C0040395;C0700124;C1837463;C0728940;C3244072;C0034579;C0423899;C1322279;C1546708;C0771936;C1696103;C1261259;C0376152;C0262950
ROCO_72132,C1696103;C0227665;C0751438;C0000726;C0022646
ROCO_72133,C1696103;C0935598
ROCO_72134,C1306645;C1963113;C1962945;C1548003;C0016658;C0043299
ROCO_72137,C0015726;C0796494;C1261259
ROCO_72138,C0040395;C2242558;C0040405;C0034579;C0030797;C4300092;C0374082;C1551379;C0700185;C0333581
ROCO_72139,C0043299;C1306645
ROCO_72140,C1963113;C0016658;C0030797
ROCO_72142,C0015726;C0423899;C0772294;C1261259
ROCO_72143,C0412555
ROCO_72144,C1696103;C0262950
ROCO_72145,C0015726;C1696103;C1261259;C0423899;C1837463;C0376152;C1546708
ROCO_72146,C0040395;C0034579;C0024109;C0441633;C0040405
ROCO_72148,C0027530;C0025066;C0817096;C0441633
ROCO_72153,C2707265;C1696103;C0024109
ROCO_72154,C0015726;C1261259;C0700124;C0423899;C0205400;C1322279;C0817096
ROCO_72157,C0015726;C1696103;C1261259;C0423899;C0796494
ROCO_72158,C0441633;C0221874;C0030797
ROCO_72160,C0205400;C0935598
ROCO_72161,C1696103;C3244072
ROCO_72162,C0771936;C1561542;C1837463;C0376152;C1546708
ROCO_72163,C0015726;C1696103;C1261259
ROCO_72166,C0040395;C1507248;C0607422;C0009924;C0441633
ROCO_72167,C1322279;C0687028;C0700124;C1550227
ROCO_72168,C1696103
ROCO_72170,C0043299;C1548003;C1306645
ROCO_72171,C0043299;C1962945;C1963113;C0016658;C1306645
ROCO_72173,C1306645;C1962945;C1548003;C0043299
ROCO_72176,C0011334;C0030797;C0412555;C0041618;C0376152;C1837463;C1546708;C0771936
ROCO_72178,C2242558;C0687028;C0030274;C1551379;C1837463;C0374082;C0376152;C0607422;C0700185;C1550227;C0333581;C1546708;C0771936
ROCO_72179,C1696103;C0412555;C0041618;C0376152;C1546708;C1837463
ROCO_72180,C0607422
ROCO_72182,C0015726;C0011334;C1261259;C0423899
ROCO_72186,C0015726;C1551379;C0374082;C0817096;C0796494;C0018827;C0333581;C2242558;C1837463;C0018792;C0024109;C0700185;C0423899;C2355627;C1546708;C0771936;C0003483;C1261259;C0018787;C0005847;C0376152
ROCO_72187,C0015726;C0751437;C1261259;C0423899;C0771936;C0006104;C0376152;C1546708;C1837463
ROCO_72188,C0040395;C0221198;C0034579;C0772294;C0441633;C0040405
ROCO_72190,C0028778;C0687028;C1550227
ROCO_72191,C0041618
ROCO_72192,C0607422;C0935598;C0227665;C0079595;C0376152;C1546708;C0231881;C1837463;C0022646
ROCO_72193,C0024947;C0004454
ROCO_72195,C0015726;C1261259;C0040395;C0034579;C0423899;C0441633;C0040405
ROCO_72196,C0015726;C0024947;C1261259;C0423899;C0004454
ROCO_72198,C0772294;C0441633
ROCO_72200,C1837463;C0376152;C1546708
ROCO_72202,C0015726;C1261259;C0423899;C0227665;C0022646
ROCO_72204,C0040395;C0687028;C0034579;C1550227;C0040405;C4300092
ROCO_72205,C1306645;C0221874;C1962945;C0043299
ROCO_72206,C0751437;C1696103;C0751438;C0015811
ROCO_72207,C1306645;C1962945;C1548003;C0043299
ROCO_72208,C2242558;C0040395;C0040405;C0034579;C1551379;C0374082;C0700185;C0333581
ROCO_72209,C0796494;C0027651
ROCO_72210,C0015726;C1261259;C0423899;C1550227
ROCO_72212,C0040395;C0034579;C0796494;C0441633;C0040405;C4300092
ROCO_72214,C1696103;C1507248;C0772294;C0423899;C1837463;C0005847;C0376152;C0009924;C1546708;C0221198;C0771936
ROCO_72215,C0015726;C0423899;C0030797;C1261259
ROCO_72216,C1552858;C0011334;C0015252;C0007876;C0728940
ROCO_72217,C0015726;C1261259;C0040395;C4300092;C0003483;C0034579;C0423899;C0227665;C0038351;C0000726;C0040405;C0022646
ROCO_72220,C2707265;C1696103;C0024109
ROCO_72221,C0015726;C1561543;C1261259;C0423899;C0796494
ROCO_72222,C1963113;C1709311;C0016658;C0549207
ROCO_72223,C0412555
ROCO_72224,C1696103;C0006104;C0231881;C0262950
ROCO_72225,C0043299;C1306645;C1548003
ROCO_72226,C1963113;C0016658
ROCO_72227,C0015726;C1261259;C0423899;C0018792;C0018827
ROCO_72228,C0015726;C0011334;C1261259;C0423899;C0018787
ROCO_72230,C0700124;C0772294;C0018787;C1322279;C0221198;C0003842
ROCO_72232,C0817096
ROCO_72233,C1837463;C0376152;C1546708;C0003842;C0771936
ROCO_72234,C0015726;C0221874;C0423899;C1261259;C0262950
ROCO_72235,C0043299;C1306645;C1548003
ROCO_72236,C0015726;C1696103;C1261259;C0423899;C0817096;C0024109
ROCO_72238,C1561543;C0043299;C1962945;C1548003
ROCO_72239,C1306645;C1962945;C1548003;C0043299
ROCO_72240,C0015726;C1552858;C0040395;C0423899;C1261259;C0015252;C0796494;C0728940;C0040405
ROCO_72241,C0003842
ROCO_72242,C1548003;C1962945;C0043299;C1306645
ROCO_72243,C0441633;C0022646
ROCO_72244,C0751437;C1963113;C0016658;C0262950
ROCO_72248,C0035139;C3244072;C0817096;C0042449;C1962945;C1548003;C1837463;C0025066;C1306645;C0376152;C0043299;C1546708
ROCO_72249,C1306645;C1962945;C1548003;C0043299;C0015811
ROCO_72250,C0006104
ROCO_72251,C0043299;C1306645;C1548003;C0030797
ROCO_72252,C0027530;C0549207
ROCO_72254,C0262950
ROCO_72255,C0817096
ROCO_72257,C0023884;C0030797
ROCO_72258,C1552858;C0015252;C1837463;C0007876;C0376152;C1546708;C0728940;C0771936
ROCO_72259,C1696103
ROCO_72260,C1550227;C1709311;C0549207
ROCO_72261,C4300092;C0040395;C0034579;C1837463;C0376152;C1546708;C0040405
ROCO_72262,C0040395;C0607422;C0030274;C0027651;C0034579;C0000726;C0441633;C0040405
ROCO_72263,C0935598;C0030797;C0751438
ROCO_72264,C0015726;C1261259;C0423899;C0018787;C0005847;C0003842
ROCO_72265,C0015726;C0040395;C0034579;C0423899;C0221198;C0441633;C1261259;C0040405;C4300092
ROCO_72266,C0935598
ROCO_72268,C0040395;C1696103;C0034579;C0771936;C1837463;C0038351;C0376152;C0000726;C1546708;C0040405;C4300092;C0003842
ROCO_72270,C0772294;C0041618
ROCO_72271,C0016658
ROCO_72272,C0015726;C1261259;C0700124;C0423899;C1322279
ROCO_72273,C0700124;C0687028;C1322279;C1550227
ROCO_72274,C1306645;C1962945;C1548003;C0043299
ROCO_72275,C0028778;C0034579;C0040395;C1561542;C0021853;C0441633;C0040405;C4300092
ROCO_72276,C1696103;C0412555;C0441633
ROCO_72278,C1837463;C0018787;C0817096;C0018827;C1546708;C0771936
ROCO_72279,C0935598;C0772294;C0221198
ROCO_72280,C0728940;C0772294;C1552858;C0015252;C0007876;C0935598;C1696103;C0015811;C0221198;C0262950
ROCO_72281,C1709311;C0221874;C0549207;C0041618;C1550227
ROCO_72282,C0040395;C0034579;C0817096;C1550227;C0441633;C0040405
ROCO_72283,C0687028;C1837463;C1507248;C0376152;C1550227;C0009924;C1546708;C0771936
ROCO_72284,C0034579
ROCO_72285,C1550227
ROCO_72286,C0441633
ROCO_72287,C0687028;C0000726;C1550227
ROCO_72290,C1696103;C0041618
ROCO_72292,C0015726;C1546708;C0423899;C1837463;C0006104;C0376152;C0441633;C1261259;C0262950
ROCO_72293,C1561543
ROCO_72294,C1837463;C0376152;C1546708
ROCO_72295,C1322279;C0700124;C1837463;C0376152;C0000726;C1546708
ROCO_72296,C0015726;C1261259;C0423899;C0441633
ROCO_72297,C0015726;C0042449;C1261259;C0423899;C0018787
ROCO_72298,C0040395;C0040405;C0034579;C0772294;C0024109;C0441633;C0221198
ROCO_72299,C1837463;C0079595;C0376152;C0231881;C1546708
ROCO_72302,C0013516;C1696103;C0183129
ROCO_72303,C0011334;C1837463;C0751438;C0205400;C0376152;C1546708;C0771936
ROCO_72304,C0221874
ROCO_72305,C1709311;C0038351
ROCO_72310,C1696103;C0002978;C0376495;C0087111
ROCO_72311,C0015726;C0240795;C0556030;C1261259;C0423899;C0231519;C1507248;C0009924
ROCO_72312,C0006104
ROCO_72313,C0015726;C1837463;C0423899;C1546708;C0771936;C1261259;C1561543;C0376152
ROCO_72314,C0441633;C0079595
ROCO_72315,C0015726;C0027530;C1261259;C0772294;C1553386;C0423899;C1837463;C0376152;C0150312;C0441633;C0221198;C1546708;C0771936
ROCO_72316,C0935598;C1837463;C0376152;C1546708;C0441633;C0231881
ROCO_72317,C1837463;C0817096;C0376152;C1546708
ROCO_72318,C0935598;C0772294;C0817096
ROCO_72319,C0772294;C0221198
ROCO_72320,C1306645;C1548003;C1962945;C0015252;C0043299
ROCO_72321,C0015726;C0728940;C1552858;C0423899;C1261259;C0015252;C0007876;C0021853
ROCO_72323,C0751437;C0772294;C1837463;C0376152;C1546708;C0221198
ROCO_72324,C1552858;C1696103;C0772294;C0015252;C0007876;C0728940;C0221198
ROCO_72325,C0013516;C0183129
ROCO_72328,C0015726;C1306645;C1696103;C1261259;C0423899;C0043299
ROCO_72329,C1837463;C0817096;C0376152;C0024109;C1546708
ROCO_72330,C0013516;C1696103;C0183129;C0751438;C0018827;C0231881
ROCO_72331,C0751437;C0549207
ROCO_72332,C0231881
ROCO_72333,C0040395;C1696103;C1552858;C0027651;C0034579;C0015252;C4300092;C0817096;C0728940;C0040405
ROCO_72334,C0040395;C0034579;C0000726;C0441633;C0040405;C4300092
ROCO_72335,C0040405;C0441633;C0034579;C0040395
